source_url,destination_url,anchor,link_type,before_count,after_count,relationship,reason,status
"/รับซื้อ/รับซื้อ-airpods-กาฬสินธุ์","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-กาฬสินธุ์","รับซื้อ โน๊ตบุ๊ค ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-กาฬสินธุ์","/รับซื้อ/รับซื้อ-macbook-กาฬสินธุ์","รับซื้อ MacBook ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-กาฬสินธุ์","/รับซื้อ/รับซื้อคอมพิวเตอร์-กาฬสินธุ์","รับซื้อ คอมพิวเตอร์ ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-กาฬสินธุ์","/รับซื้อ/รับซื้อ-iphone-กาฬสินธุ์","รับซื้อ iPhone ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ขอนแก่น","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ขอนแก่น","รับซื้อ โน๊ตบุ๊ค ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ขอนแก่น","/รับซื้อ/รับซื้อ-macbook-ขอนแก่น","รับซื้อ MacBook ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ขอนแก่น","/รับซื้อ/รับซื้อคอมพิวเตอร์-ขอนแก่น","รับซื้อ คอมพิวเตอร์ ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ขอนแก่น","/รับซื้อ/รับซื้อ-iphone-ขอนแก่น","รับซื้อ iPhone ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ชัยภูมิ","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ชัยภูมิ","รับซื้อ โน๊ตบุ๊ค ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ชัยภูมิ","/รับซื้อ/รับซื้อ-macbook-ชัยภูมิ","รับซื้อ MacBook ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ชัยภูมิ","/รับซื้อ/รับซื้อคอมพิวเตอร์-ชัยภูมิ","รับซื้อ คอมพิวเตอร์ ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ชัยภูมิ","/รับซื้อ/รับซื้อ-iphone-ชัยภูมิ","รับซื้อ iPhone ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครพนม","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-นครพนม","รับซื้อ โน๊ตบุ๊ค ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครพนม","/รับซื้อ/รับซื้อ-macbook-นครพนม","รับซื้อ MacBook ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครพนม","/รับซื้อ/รับซื้อคอมพิวเตอร์-นครพนม","รับซื้อ คอมพิวเตอร์ ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครพนม","/รับซื้อ/รับซื้อ-iphone-นครพนม","รับซื้อ iPhone ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-นครราชสีมา","รับซื้อ โน๊ตบุ๊ค ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","/รับซื้อ/รับซื้อ-macbook-นครราชสีมา","รับซื้อ MacBook ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","/รับซื้อ/รับซื้อคอมพิวเตอร์-นครราชสีมา","รับซื้อ คอมพิวเตอร์ ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","/รับซื้อ/รับซื้อ-iphone-นครราชสีมา","รับซื้อ iPhone ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-บึงกาฬ","รับซื้อ โน๊ตบุ๊ค ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","/รับซื้อ/รับซื้อ-macbook-บึงกาฬ","รับซื้อ MacBook ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","/รับซื้อ/รับซื้อคอมพิวเตอร์-บึงกาฬ","รับซื้อ คอมพิวเตอร์ ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","/รับซื้อ/รับซื้อ-iphone-บึงกาฬ","รับซื้อ iPhone ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-บุรีรัมย์","รับซื้อ โน๊ตบุ๊ค ในบุรีรัมย์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","/รับซื้อ/รับซื้อ-macbook-บุรีรัมย์","รับซื้อ MacBook ในบุรีรัมย์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","/รับซื้อ/รับซื้อคอมพิวเตอร์-บุรีรัมย์","รับซื้อ คอมพิวเตอร์ ในบุรีรัมย์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","/รับซื้อ/รับซื้อ-iphone-บุรีรัมย์","รับซื้อ iPhone ในบุรีรัมย์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-มหาสารคาม","รับซื้อ โน๊ตบุ๊ค ในมหาสารคาม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","/รับซื้อ/รับซื้อ-macbook-มหาสารคาม","รับซื้อ MacBook ในมหาสารคาม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","/รับซื้อ/รับซื้อคอมพิวเตอร์-มหาสารคาม","รับซื้อ คอมพิวเตอร์ ในมหาสารคาม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","/รับซื้อ/รับซื้อ-iphone-มหาสารคาม","รับซื้อ iPhone ในมหาสารคาม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-มุกดาหาร","รับซื้อ โน๊ตบุ๊ค ในมุกดาหาร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","/รับซื้อ/รับซื้อ-macbook-มุกดาหาร","รับซื้อ MacBook ในมุกดาหาร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","/รับซื้อ/รับซื้อคอมพิวเตอร์-มุกดาหาร","รับซื้อ คอมพิวเตอร์ ในมุกดาหาร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","/รับซื้อ/รับซื้อ-iphone-มุกดาหาร","รับซื้อ iPhone ในมุกดาหาร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ยโสธร","รับซื้อ โน๊ตบุ๊ค ในยโสธร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","/รับซื้อ/รับซื้อ-macbook-ยโสธร","รับซื้อ MacBook ในยโสธร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","/รับซื้อ/รับซื้อคอมพิวเตอร์-ยโสธร","รับซื้อ คอมพิวเตอร์ ในยโสธร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","/รับซื้อ/รับซื้อ-iphone-ยโสธร","รับซื้อ iPhone ในยโสธร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ร้อยเอ็ด","รับซื้อ โน๊ตบุ๊ค ในร้อยเอ็ด","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","/รับซื้อ/รับซื้อ-macbook-ร้อยเอ็ด","รับซื้อ MacBook ในร้อยเอ็ด","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","/รับซื้อ/รับซื้อคอมพิวเตอร์-ร้อยเอ็ด","รับซื้อ คอมพิวเตอร์ ในร้อยเอ็ด","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","/รับซื้อ/รับซื้อ-iphone-ร้อยเอ็ด","รับซื้อ iPhone ในร้อยเอ็ด","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ศรีสะเกษ","รับซื้อ โน๊ตบุ๊ค ในศรีสะเกษ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
